"Seq","Name","Amount*","Remarks","Collection","Assign. No.","Date","Terms","Approval","Description","TS Status","Account No.","Cust PO","Status","Reference","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Ship-To","Cust ChgBack No.","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
655	US MARINE CORPS	319.00	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1196	Open	101024	  .00%	31.00	319.00	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001407		101024	G255		11/04/13	CALL TO ROUTE	    48	     4		319.00	  31.00	.00				VA			
656	US MARINE CORPS	333.40	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1200	Open	101025	  .00%	31.00	333.40	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001407		101025	G255		11/04/13	CALL TO ROUTE	    48	     4		333.40	  31.00	.00				VA			
657	US MARINE CORPS	594.59	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1256	Open	101026	  .00%	42.59	594.59	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001407		101026	G255		11/04/13	CALL TO ROUTE	    72	     6		594.59	  42.59	.00		557841388814		VA			
658	US MARINE CORPS	334.54	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1277	Open	101027	  .00%	22.54	334.54	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001407		101027	G255		11/04/13	CALL TO ROUTE	    24	     2		334.54	  22.54	.00		557841388321		VA			
659	US MARINE CORPS	165.76	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1200	Open	101028	  .00%	14.56	165.76	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001408		101028	G255		11/04/13	CALL TO ROUTE	    24	     4		165.76	  14.56	.00				NC			
660	US MARINE CORPS	231.67	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1256	Open	101029	  .00%	21.67	231.67	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001408		101029	G255		11/04/13	CALL TO ROUTE	    30	     5		231.67	  21.67	.00		557841388858		NC			
661	US MARINE CORPS	625.60	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591574		Shipped	US0001	1196	Open	101030	  .00%	49.60	625.60	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001409		101030	G255		11/04/13	CALL TO ROUTE	    96	     8		625.60	  49.60	.00				NC			
662	US MARINE CORPS	332.44	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1200	Open	101031	  .00%	30.04	332.44	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001409		101031	G255		11/04/13	CALL TO ROUTE	    48	     4		332.44	  30.04	.00				NC			
663	US MARINE CORPS	594.59	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1256	Open	101032	  .00%	42.59	594.59	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001409		101032	G255		11/04/13	CALL TO ROUTE	    72	     6		594.59	  42.59	.00				NC			
664	US MARINE CORPS	500.83	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/04/2013	NET 30	591974		Shipped	US0001	1277	Open	101033	  .00%	32.83	500.83	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/02/2013		001409		101033	G255		11/04/13	CALL TO ROUTE	    36	     6		500.83	  32.83	.00				NC			
665	US MARINE CORPS	152.95	AS PER FREIGHT CALCULATOR	No collection Info	000109	11/04/2013	NET 30	591974		Shipped	US0001	1196	Open	101034	  .00%	8.95	152.95	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/03/2013		001411		101034	G255		11/04/13	CALL TO ROUTE	    24	     4		152.95	   8.95	.00		557841388549		CA			
666	US MARINE CORPS	159.63	AS PER FREIGHT CALCULATOR	No collection Info	000109	11/04/2013	NET 30	591974		Shipped	US0001	1200	Open	101035	  .00%	8.43	159.63	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/03/2013		001411		101035	G255		11/04/13	CALL TO ROUTE	    24	     4		159.63	   8.43	.00				CA			
667	US MARINE CORPS	219.56	AS PER FREIGHT CALCULATOR	No collection Info	000109	11/04/2013	NET 30	591974		Shipped	US0001	1256	Open	101036	  .00%	9.56	219.56	12/04/2013	.00	Invoice	.00	PB	83	61 to 90	 30		AF	10/13						W	12/03/2013		001411		101036	G255		11/04/13	CALL TO ROUTE	    30	     5		219.56	   9.56	.00				CA			
668	US MARINE CORPS	313.98	AS PER FREIGHT CALCULATOR	No collection Info	000106	11/06/2013	NET 30	591974		Shipped	US0001	1200	Open	101016	  .00%	11.58	313.98	12/06/2013	.00	Invoice	.00	PB	81	61 to 90	 30		AF	10/13						W	12/02/2013		001401		101016	G255		11/06/13	CALL TO ROUTE	    48	     4		313.98	  11.58	.00		557841388023		CA			
669	US MARINE CORPS	312.00		No collection Info	000163	02/12/2014	NET 30	591974		Shipped	US0001	1033204	Open	101429	  .00%	.00	312.00	03/14/2014	.00	Invoice	.00	PB		Current	 30		AF	01/14						W	02/13/2014		001399		101429	G382		02/12/14	CALL TO ROUTE	    48	     4		312.00	    .00	.00				CA			
670	US MARINE CORPS	312.00		No collection Info	000159	01/14/2014	NET 30	591974		Shipped	US0001	1033204	Open	101430	  .00%	.00	312.00	02/13/2014	.00	Invoice	.00	PB	12	1 to 30	 30		AF	01/14						W	02/11/2014		001401		101430	G370		02/01/14	CALL TO ROUTE	    48	     4		312.00	    .00	.00				CA			
671	US MARINE CORPS	312.00		No collection Info	000159	01/14/2014	NET 30	591974		Shipped	US0001	1033204	Open	101431	  .00%	.00	312.00	02/13/2014	.00	Invoice	.00	PB	12	1 to 30	 30		AF	01/14						W	02/11/2014		001402		101431	G370		02/01/14	CALL TO ROUTE	    48	     4		312.00	    .00	.00				CA			
672	US MARINE CORPS	312.00		No collection Info	000159	01/14/2014	NET 30	591974		Shipped	US0001	1033204	Open	101432	  .00%	.00	312.00	02/13/2014	.00	Invoice	.00	PB	12	1 to 30	 30		AF	01/14						W	02/11/2014		001406		101432	G370		02/01/14	CALL TO ROUTE	    48	     4		312.00	    .00	.00				SC			
673	US MARINE CORPS	312.00		No collection Info		01/14/2014	NET 30	591974		Shipped	US0001	1033204	Open	101433	  .00%	.00	312.00	02/13/2014	.00	Invoice	.00	PB	12	1 to 30	 30		AF	01/14						W			001407		101433	G382		12/12/14	CALL TO ROUTE	    48	     4		312.00	    .00	.00				VA			
674	US MARINE CORPS	312.00		No collection Info	000158	02/01/2014	NET 30	591974		Shipped	US0001	1033204	Open	101434	  .00%	.00	312.00	03/03/2014	.00	Invoice	.00	PB		Current	 30		AF	01/14						W	02/07/2014		001408		101434	G370		02/01/14	CALL TO ROUTE	    48	     4		312.00	    .00	.00				NC			
675	US MARINE CORPS	312.00		No collection Info	000158	02/01/2014	NET 30	591974		Shipped	US0001	1033204	Open	101435	  .00%	.00	312.00	03/03/2014	.00	Invoice	.00	PB		Current	 30		AF	01/14						W	02/07/2014		001409		101435	G370		02/01/14	CALL TO ROUTE	    48	     4		312.00	    .00	.00				NC			
676	US MARINE CORPS	312.00		No collection Info	000158	02/01/2014	NET 30	591974		Shipped	US0001	1033204	Open	101436	  .00%	.00	312.00	03/03/2014	.00	Invoice	.00	PB		Current	 30		AF	01/14						W	02/07/2014		001410		101436	G370		02/01/14	CALL TO ROUTE	    48	     4	175619	312.00	    .00	.00				GA			
677	US MARINE CORPS	336.00		No collection Info	000163	02/12/2014	NET 30	591974		Shipped	US0001	1033206	Open	101697	  .00%	.00	336.00	03/14/2014	.00	Invoice	.00	PB		Current	 30		AF	01/14						W	02/13/2014		001399		101697	G382		02/12/14	CALL TO ROUTE	    48	     4	554830963523	336.00	    .00	.00				CA			
678	US MARINE CORPS	336.00		No collection Info	000163	02/12/2014	NET 30	591974		Shipped	US0001	1033206	Open	101698	  .00%	.00	336.00	03/14/2014	.00	Invoice	.00	PB		Current	 30		AF	01/14						W	02/13/2014		001401		101698	G382		02/12/14	CALL TO ROUTE	    48	     4	554830963578	336.00	    .00	.00				CA			
679	US MARINE CORPS	336.00		No collection Info	000163	02/12/2014	NET 30	591974		Shipped	US0001	1033206	Open	101699	  .00%	.00	336.00	03/14/2014	.00	Invoice	.00	PB		Current	 30		AF	01/14						W	02/13/2014		001402		101699	G382		02/12/14	CALL TO ROUTE	    48	     4	554830963626	336.00	    .00	.00				CA			
680	US MARINE CORPS	336.00		No collection Info	000163	02/12/2014	NET 30	591974		Shipped	US0001	1033206	Open	101700	  .00%	.00	336.00	03/14/2014	.00	Invoice	.00	PB		Current	 30		AF	01/14						W	02/13/2014		001406		101700	G382		02/12/14	CALL TO ROUTE	    48	     4	554830963659	336.00	    .00	.00				SC			
681	US MARINE CORPS	336.00		No collection Info	000163	02/12/2014	NET 30	591974		Shipped	US0001	1033206	Open	101701	  .00%	.00	336.00	03/14/2014	.00	Invoice	.00	PB		Current	 30		AF	01/14						W	02/13/2014		001407		101701	G382		02/12/14	CALL TO ROUTE	    48	     4	554830963692	336.00	    .00	.00				VA			
682	US MARINE CORPS	336.00		No collection Info	000163	02/12/2014	NET 30	591974		Shipped	US0001	1033206	Open	101702	  .00%	.00	336.00	03/14/2014	.00	Invoice	.00	PB		Current	 30		AF	01/14						W	02/13/2014		001408		101702	G382		02/12/14	CALL TO ROUTE	    48	     4	554830963730	336.00	    .00	.00				NC			
683	US MARINE CORPS	336.00		No collection Info	000163	02/12/2014	NET 30	591974		Shipped	US0001	1033206	Open	101703	  .00%	.00	336.00	03/14/2014	.00	Invoice	.00	PB		Current	 30		AF	01/14						W	02/13/2014		001409		101703	G382		02/12/14	CALL TO ROUTE	    48	     4	554830963773	336.00	    .00	.00				NC			
684	US MARINE CORPS	336.00		No collection Info	000163	02/12/2014	NET 30	591974		Shipped	US0001	1033206	Open	101704	  .00%	.00	336.00	03/14/2014	.00	Invoice	.00	PB		Current	 30		AF	01/14						W	02/13/2014		001411		101704	G382		02/12/14	CALL TO ROUTE	    48	     4	554830963810	336.00	    .00	.00				CA			
685	WALMART CENTRAL AMER	9,120.00	Manual Charge Back	Charged Back by Factor		09/10/2013				Shipped	WA0001	5526455288	Open	100244	  .00%	.00	9,120.00	09/10/2013	.00	Invoice	.00	PB	168	Over 150	  0		MC	08/13									WA0001		100244	G47		09/19/13		   864	    72	135602	9,120.00	    .00	.00							
686	WALMART CENTRAL AMER	2,280.00		No collection Info		09/10/2013				Shipped	WA0002	6626455289	Open	100245	  .00%	.00	2,280.00	09/10/2013	.00	Invoice	.00	PB	168	Over 150	  0		MC	08/13									WA0002		100245	G44		09/19/13		   216	    18	135603	2,280.00	    .00	.00							
687	WALMART CENTRAL AMER	20,520.00	Manual Charge Back	Charged Back by Factor		09/10/2013				Shipped	WA0003	4426455287	Open	100246	  .00%	.00	20,520.00	09/10/2013	.00	Invoice	.00	PB	168	Over 150	  0		AF	08/13									WA0003		100246	G46		09/19/13		  1944	   162	135604	20,520.00	    .00	.00							
688	WALMART CENTRAL AMER	20,520.00	Manual Charge Back	Charged Back by Factor		09/10/2013				Shipped	WA0004	8826455290	Open	100247	  .00%	.00	20,520.00	09/10/2013	.00	Invoice	.00	PB	168	Over 150	  0		MC	08/13						W			WA0004		100247	G45		09/19/13		  1944	   162	135605	20,520.00	    .00	.00							
689	WORLDWIDE DISTRIBUTO	1,852.80		No collection Info	000080	10/25/2013	NET 30	503067		Shipped	WD0001	34-01816	Open	100761	  .00%	.00	1,852.80	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		EE	10/13						W	11/04/2013		WD0003		100761	G228		10/25/13		   204	    17		1,852.80	    .00	.00				UT			
690	WORLDWIDE DISTRIBUTO	355.20		No collection Info	000088	10/25/2013	NET 30	503068		Shipped	WD0001	138-018168	Open	100762	  .00%	.00	355.20	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		EE	10/13						W	11/04/2013		WD0004		100762	G210		10/25/13		    36	     3		355.20	    .00	.00		557841385241		NE			
691	WORLDWIDE DISTRIBUTO	264.20		No collection Info	000080	10/25/2013	NET 30	503070		Shipped	WD0001	139-018168	Open	100763	  .00%	24.20	264.20	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		EE	10/13						W	11/04/2013		WD0005		100763	G211		10/25/13		    24	     2	150901	264.20	  24.20	.00				SD			
692	WORLDWIDE DISTRIBUTO	268.80		No collection Info	000080	10/25/2013	NET 30	503071		Shipped	WD0001	140-018168	Open	100764	  .00%	.00	268.80	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		EE	10/13						W	11/04/2013		WD0006		100764	G213		10/25/13		    24	     2		268.80	    .00	.00				SD			
693	WORLDWIDE DISTRIBUTO	733.39		No collection Info	000080	10/25/2013	NET 30	503067		Shipped	WD0001	34-01816	Open	100844	  .00%	70.99	733.39	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		EE	10/13						W	11/04/2013		WD0003		100844	G227		10/25/13	UPSN	    60	     5		733.39	  70.99	.00		55784184999		UT			
694	WORLDWIDE DISTRIBUTO	220.24		No collection Info	000088	10/25/2013	NET 30	503068		Shipped	WD0001	138-018168	Open	100845	  .00%	28.24	220.24	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		EE	10/13						W	11/04/2013		WD0004		100845	G209		10/25/13	UPSN	    24	     2	150900	220.24	  28.24	.00				NE			
695	WORLDWIDE DISTRIBUTO	178.71		No collection Info	000088	10/25/2013	NET 30	503071		Shipped	WD0001	140-018168	Open	100846	  .00%	15.51	178.71	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		EE	10/13						W	11/04/2013		WD0006		100846	G212		10/25/13	UPSN	    12	     1		178.71	  15.51	.00				SD			
696	WORLDWIDE DISTRIBUTO	4,950.22		No collection Info	000082	10/25/2013	NET 30	503069		Shipped	WD0001	1	Open	100847	  .00%	457.42	4,950.22	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		EE	10/13						W	11/04/2013		WD0007		100847	G231		10/25/13	UPSN	   444	    37		4,950.22	 457.42	.00				WA			
697	WORLDWIDE DISTRIBUTO	158.34		No collection Info	000079	10/30/2013	NET 30	503070		Shipped	WD0001	139-018168	Open	100997	  .00%	14.34	158.34	11/29/2013	.00	Invoice	.00	PB	88	61 to 90	 30		EE	10/13						W	11/04/2013		WD0005		100997	G235		10/30/13	FEDEX GROUND	    12	     1		158.34	  14.34	.00				SD			
698	W&W WHOLESALE, INC.	49,962.00		No collection Info	000137	01/20/2014	ROG + 60	882373		Shipped	WH0001	6483	Open	101461	  .00%	.00	49,962.00	03/26/2014	.00	Invoice	.00	PB		Current	 65		ES	01/14						W	01/21/2014		WH0001		101461	G345		01/20/14	CALL TO ROUTE	  7452	   621		49,962.00	    .00	.00				CA			
699	W&W WHOLESALE, INC.	57,891.00		No collection Info	000140	01/23/2014	ROG + 60	882373		Shipped	WH0001	6482	Open	101460	  .00%	.00	57,891.00	03/29/2014	.00	Invoice	.00	PB		Current	 65		ES	01/14						W	01/27/2014		WH0001		101460	G350		01/23/14	DAVIS TRUCKING	 11484	   957	175766	57,891.00	    .00	.00				CA			
700	WISHING WELL	310.66		No collection Info	000080	10/25/2013	NET 30	391219		Shipped	WW0001	31113	Open	100911	  .00%	40.66	310.66	11/24/2013	.00	Invoice	.00	PB	93	91 to 120	 30		JC	10/13						W	11/04/2013		WW0001		100911	G229		10/25/13	FEDEX GROUND	    18	     3		310.66	  40.66	.00		557841385539		IA			
701	YFS INC	1,221.20		No collection Info	000112	12/04/2013	NET 30	730546		Shipped	YF0001	111113	Open	101110	  .00%	167.00	1,221.20	01/04/2014	.00	Invoice	18.00	PB	52	31 to 60	 30		EE	11/13						W	12/06/2013		YF0001		101110	G299		12/04/13	CALL TO ROUTE	   132	    12	34947036	1,221.20	 167.00	.00				CT			
702	YOUNGLAND #1	84.00		No collection Info	000116	12/09/2013	NET 10 EOM + 30	784514		Shipped	YL0001	16879	Open	101189	  .00%	.00	84.00	01/30/2014	.00	Invoice	.00	PB	26	1 to 30	 20		EE	12/13						W	12/17/2013		YL0001		101189	G303		12/09/13	CALL TO ROUTE	    24	     2	MULTI	84.00	    .00	.00				NY			
703	ZULILY	3,816.00		No collection Info	000003	08/01/2013	NET 30	214386		Shipped	ZU0001	58265-P0000CBD74-6-1	Open	100024	  .00%	.00	3,816.00	08/31/2013	.00	Invoice	.00	PB	178	Over 150	 30		EE	08/13						W	08/06/2013		001412		100024	ADJUST		08/01/13	CALL TO ROUTE	   488	    80		3,816.00	    .00	.00			MANUALLY UPDATED AS AUGUST SHIPMENT	CO			
704	ZULILY	419.80		No collection Info	000119	08/27/2013	NET 30	SAMPLES		Shipped	ZU0001	SAMPLES	Open	100506	  .00%	53.05	419.80	09/26/2013	.00	Invoice	.00	PB	152	Over 150	 30		EE	08/13						W	12/18/2013		001412		100506	G-082713		08/27/13		    25	    25	508912460800915	419.80	  53.05	.00				CO			
705	ZULILY	67.64		No collection Info	000054	09/26/2013	NET 30	NONE		Shipped	ZU0001	60606-P0000E12D4-8-1	Open	100622	  .00%	13.64	67.64	10/26/2013	.00	Invoice	.00	PB	122	121 to 150	 30		EE	08/13						W	10/04/2013		001412		100622	G79		09/26/13	Call To Route	     6	     1		67.64	    .00	.00				CO			
706	ZULILY	75.31		No collection Info		12/03/2013	NET 30			Shipped	ZU0001	SAMPLES	Open	101138	  .00%	8.81	75.31	01/03/2014	.00	Invoice	1.50	PB	53	31 to 60	 30		EE	11/13									001417		101138	G297		12/03/13	FED EX	    10	    10		75.31	   8.81	.00		557841391990		WA			
707	ZULILY	5,193.00	LINE 000BWF VOIDED.  (STYLE 4175413)	No collection Info	000127	12/30/2013	NET 30	831323		Shipped	ZU0001	68489-P0000IGNC8-6-1	Open	101309	  .00%	.00	5,193.00	01/30/2014	.00	Invoice	.00	PB	26	1 to 30	 30		EE	12/13						W	12/31/2013		001416		101309	G330		12/30/13	CALL TO ROUTE	   588	    63	170655	5,193.00	    .00	.00			Voided Line 000BWF	NV			
708	ZULILY	24,835.50	LINE 000D12 VOIDED.  (STYLE 4175413)	No collection Info	000132	01/10/2014	NET 30	854109		Shipped	ZU0001	70001-P0000IUNTC-6-1	Open	101385	  .00%	.00	24,835.50	02/09/2014	.00	Invoice	.00	PB	16	1 to 30	 30		EE	01/14						W	01/13/2014		001416		101385	G337		01/10/14	CALL TO ROUTE	  3546	   319	172522	24,835.50	    .00	.00			Voided Line 000D12 Voided Line 000D2H	NV			
709	ZULILY	1,368.00		No collection Info	000164	02/13/2014	NET 30	931385		Shipped	ZU0001	70001SHORTAGEREPLACE	Open	101649	  .00%	.00	1,368.00	03/15/2014	.00	Invoice	.00	PB		Current	 30		EE	01/14						W	02/14/2014		001412		101649	G383		02/13/14	CALL TO ROUTE	   252	    21	182353	1,368.00	    .00	.00				CO			
710	ZULILY	5,284.50		No collection Info	000146	02/03/2014	NET 30	889884		Shipped	ZU0001	70745-P0000JNDOC-6-2	Open	101692	  .00%	.00	5,284.50	03/05/2014	.00	Invoice	.00	PB		Current	 30		EE	01/14						W	02/05/2014		001416		101692	G362		02/03/14	CALL TO ROUTE	   918	   108	180190	5,284.50	    .00	.00				NV			
711	ZULILY	14,019.00		No collection Info	000156	02/05/2014	NET 30	931385		Shipped	ZU0001	70734-P0000JSI6S-6-3	Open	101705	  .00%	.00	14,019.00	03/07/2014	.00	Invoice	.00	PB		Current	 30		EE	01/14						W	02/06/2014		001416		101705	G367		02/05/14	CALL TO ROUTE	  2292	   247	180385	14,019.00	    .00	.00				NV			
712	VF OUTLET, INC.	288.00		No collection Info	000152	02/03/2014	NET 45	507266		Shipped	VF0001	IBRMP0010129	Open	101511	  .00%	.00	288.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002826		101511	G361		02/03/14	CALL TO ROUTE	    96	    16	306056302-6	288.00	    .00	.00	000031			PA			
713	VF OUTLET, INC.	156.00		No collection Info	000152	02/03/2014	NET 45	507269		Shipped	VF0001	IBRMP0010209	Open	101512	  .00%	.00	156.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002826		101512	G361		02/03/14	CALL TO ROUTE	    48	     8	306056302-6	156.00	    .00	.00	000031			PA			
714	VF OUTLET, INC.	72.00		No collection Info	000152	02/03/2014	NET 45	507266		Shipped	VF0001	IBRMP0020129	Open	101513	  .00%	.00	72.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002827		101513	G361		02/03/14	CALL TO ROUTE	    24	     4	306056302-6	72.00	    .00	.00	000031			AL			
715	VF OUTLET, INC.	39.00		No collection Info	000152	02/03/2014	NET 45	507269		Shipped	VF0001	IBRMP0020209	Open	101514	  .00%	.00	39.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002827		101514	G361		02/03/14	CALL TO ROUTE	    12	     2	306056302-6	39.00	    .00	.00	000031			AL			
716	VF OUTLET, INC.	72.00		No collection Info	000152	02/03/2014	NET 45	507266		Shipped	VF0001	IBRMP0030129	Open	101515	  .00%	.00	72.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002828		101515	G361		02/03/14	CALL TO ROUTE	    24	     4	306056302-6	72.00	    .00	.00	000031			MA			
717	VF OUTLET, INC.	39.00		No collection Info	000152	02/03/2014	NET 45	507269		Shipped	VF0001	IBRMP0030209	Open	101516	  .00%	.00	39.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002828		101516	G361		02/03/14	CALL TO ROUTE	    12	     2	306056302-6	39.00	    .00	.00	000031			MA			
718	VF OUTLET, INC.	72.00		No collection Info	000152	02/03/2014	NET 45	507266		Shipped	VF0001	IBRMP0040129	Open	101517	  .00%	.00	72.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002829		101517	G361		02/03/14	CALL TO ROUTE	    24	     4	306056302-6	72.00	    .00	.00	000031			AL			
719	VF OUTLET, INC.	39.00		No collection Info	000152	02/03/2014	NET 45	507269		Shipped	VF0001	IBRMP0040209	Open	101518	  .00%	.00	39.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002829		101518	G361		02/03/14	CALL TO ROUTE	    12	     2	306056302-6	39.00	    .00	.00	000031			AL			
720	VF OUTLET, INC.	72.00		No collection Info	000152	02/03/2014	NET 45	507266		Shipped	VF0001	IBRMP0050129	Open	101519	  .00%	.00	72.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002830		101519	G361		02/03/14	CALL TO ROUTE	    24	     4	306056302-6	72.00	    .00	.00	000031			AZ			
721	VF OUTLET, INC.	39.00		No collection Info	000152	02/03/2014	NET 45	507269		Shipped	VF0001	IBRMP0050209	Open	101520	  .00%	.00	39.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002830		101520	G361		02/03/14	CALL TO ROUTE	    12	     2	306056302-6	39.00	    .00	.00	000031			AZ			
722	VF OUTLET, INC.	72.00		No collection Info	000152	02/03/2014	NET 45	507266		Shipped	VF0001	IBRMP0070129	Open	101521	  .00%	.00	72.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002831		101521	G361		02/03/14	CALL TO ROUTE	    24	     4	306056302-6	72.00	    .00	.00	000031			TX			
723	VF OUTLET, INC.	39.00		No collection Info	000152	02/03/2014	NET 45	507269		Shipped	VF0001	IBRMP0070209	Open	101522	  .00%	.00	39.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002831		101522	G361		02/03/14	CALL TO ROUTE	    12	     2	306056302-6	39.00	    .00	.00	000031			TX			
724	VF OUTLET, INC.	72.00		No collection Info	000152	02/03/2014	NET 45	507266		Shipped	VF0001	IBRMP0080129	Open	101523	  .00%	.00	72.00	03/20/2014	.00	Invoice	.00	PB		Current	 45		AF	01/14						W	02/05/2014		002832		101523	G361		02/03/14	CALL TO ROUTE	    24	     4	306056302-6	72.00	    .00	.00	000031			FL			
