"Seq","Status","TS Status","Account No.","Name","Assign. No.","Amount*","Reference","Date","Cust PO","Terms","Approval","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Description","Collection","Ship-To","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"365","Open","Shipped","US0001","US MARINE CORPS","000106","231.67","101023","11/04/2013","1256","NET 30","591974","  .00%","21.67","231.67","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/02/2013","","","No collection Info","001406","","AS PER FREIGHT CALCULATOR","101023","G255","","11/04/13","CALL TO ROUTE","    30","     5","","231.67","  21.67",".00","","","","SC","","",
"366","Open","Shipped","US0001","US MARINE CORPS","000106","319.00","101024","11/04/2013","1196","NET 30","591974","  .00%","31.00","319.00","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/02/2013","","","No collection Info","001407","","AS PER FREIGHT CALCULATOR","101024","G255","","11/04/13","CALL TO ROUTE","    48","     4","","319.00","  31.00",".00","","","","VA","","",
"367","Open","Shipped","US0001","US MARINE CORPS","000106","333.40","101025","11/04/2013","1200","NET 30","591974","  .00%","31.00","333.40","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/02/2013","","","No collection Info","001407","","AS PER FREIGHT CALCULATOR","101025","G255","","11/04/13","CALL TO ROUTE","    48","     4","","333.40","  31.00",".00","","","","VA","","",
"368","Open","Shipped","US0001","US MARINE CORPS","000106","594.59","101026","11/04/2013","1256","NET 30","591974","  .00%","42.59","594.59","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/02/2013","","","No collection Info","001407","","AS PER FREIGHT CALCULATOR","101026","G255","","11/04/13","CALL TO ROUTE","    72","     6","","594.59","  42.59",".00","","557841388814","","VA","","",
"369","Open","Shipped","US0001","US MARINE CORPS","000106","334.54","101027","11/04/2013","1277","NET 30","591974","  .00%","22.54","334.54","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/02/2013","","","No collection Info","001407","","AS PER FREIGHT CALCULATOR","101027","G255","","11/04/13","CALL TO ROUTE","    24","     2","","334.54","  22.54",".00","","557841388321","","VA","","",
"370","Open","Shipped","US0001","US MARINE CORPS","000106","165.76","101028","11/04/2013","1200","NET 30","591974","  .00%","14.56","165.76","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/02/2013","","","No collection Info","001408","","AS PER FREIGHT CALCULATOR","101028","G255","","11/04/13","CALL TO ROUTE","    24","     4","","165.76","  14.56",".00","","","","NC","","",
"371","Open","Shipped","US0001","US MARINE CORPS","000106","231.67","101029","11/04/2013","1256","NET 30","591974","  .00%","21.67","231.67","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/02/2013","","","No collection Info","001408","","AS PER FREIGHT CALCULATOR","101029","G255","","11/04/13","CALL TO ROUTE","    30","     5","","231.67","  21.67",".00","","557841388858","","NC","","",
"372","Open","Shipped","US0001","US MARINE CORPS","000106","625.60","101030","11/04/2013","1196","NET 30","591574","  .00%","49.60","625.60","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/02/2013","","","No collection Info","001409","","AS PER FREIGHT CALCULATOR","101030","G255","","11/04/13","CALL TO ROUTE","    96","     8","","625.60","  49.60",".00","","","","NC","","",
"373","Open","Shipped","US0001","US MARINE CORPS","000106","332.44","101031","11/04/2013","1200","NET 30","591974","  .00%","30.04","332.44","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/02/2013","","","No collection Info","001409","","AS PER FREIGHT CALCULATOR","101031","G255","","11/04/13","CALL TO ROUTE","    48","     4","","332.44","  30.04",".00","","","","NC","","",
"374","Open","Shipped","US0001","US MARINE CORPS","000106","594.59","101032","11/04/2013","1256","NET 30","591974","  .00%","42.59","594.59","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/02/2013","","","No collection Info","001409","","AS PER FREIGHT CALCULATOR","101032","G255","","11/04/13","CALL TO ROUTE","    72","     6","","594.59","  42.59",".00","","","","NC","","",
"375","Open","Shipped","US0001","US MARINE CORPS","000106","500.83","101033","11/04/2013","1277","NET 30","591974","  .00%","32.83","500.83","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/02/2013","","","No collection Info","001409","","AS PER FREIGHT CALCULATOR","101033","G255","","11/04/13","CALL TO ROUTE","    36","     6","","500.83","  32.83",".00","","","","NC","","",
"376","Open","Shipped","US0001","US MARINE CORPS","000109","152.95","101034","11/04/2013","1196","NET 30","591974","  .00%","8.95","152.95","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/03/2013","","","No collection Info","001411","","AS PER FREIGHT CALCULATOR","101034","G255","","11/04/13","CALL TO ROUTE","    24","     4","","152.95","   8.95",".00","","557841388549","","CA","","",
"377","Open","Shipped","US0001","US MARINE CORPS","000109","159.63","101035","11/04/2013","1200","NET 30","591974","  .00%","8.43","159.63","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/03/2013","","","No collection Info","001411","","AS PER FREIGHT CALCULATOR","101035","G255","","11/04/13","CALL TO ROUTE","    24","     4","","159.63","   8.43",".00","","","","CA","","",
"378","Open","Shipped","US0001","US MARINE CORPS","000109","219.56","101036","11/04/2013","1256","NET 30","591974","  .00%","9.56","219.56","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","AF","10/13","","","","","","W","12/03/2013","","","No collection Info","001411","","AS PER FREIGHT CALCULATOR","101036","G255","","11/04/13","CALL TO ROUTE","    30","     5","","219.56","   9.56",".00","","","","CA","","",
"379","Open","Shipped","US0001","US MARINE CORPS","000106","313.98","101016","11/06/2013","1200","NET 30","591974","  .00%","11.58","313.98","12/06/2013",".00","Invoice",".00","PB","33","31 to 60"," 30","","AF","10/13","","","","","","W","12/02/2013","","","No collection Info","001401","","AS PER FREIGHT CALCULATOR","101016","G255","","11/06/13","CALL TO ROUTE","    48","     4","","313.98","  11.58",".00","","557841388023","","CA","","",
"380","Open","Shipped","WD0001","WORLDWIDE DISTRIBUTO","000080","1,852.80","100761","10/25/2013","34-01816","NET 30","503067","  .00%",".00","1,852.80","11/24/2013",".00","Invoice",".00","PB","45","31 to 60"," 30","","EE","10/13","","","","","","W","11/04/2013","","","No collection Info","WD0003","","","100761","G228","","10/25/13","","   204","    17","","1,852.80","    .00",".00","","","","UT","","",
"381","Open","Shipped","WD0001","WORLDWIDE DISTRIBUTO","000088","355.20","100762","10/25/2013","138-018168","NET 30","503068","  .00%",".00","355.20","11/24/2013",".00","Invoice",".00","PB","45","31 to 60"," 30","","EE","10/13","","","","","","W","11/04/2013","","","No collection Info","WD0004","","","100762","G210","","10/25/13","","    36","     3","","355.20","    .00",".00","","557841385241","","NE","","",
"382","Open","Shipped","WD0001","WORLDWIDE DISTRIBUTO","000080","264.20","100763","10/25/2013","139-018168","NET 30","503070","  .00%","24.20","264.20","11/24/2013",".00","Invoice",".00","PB","45","31 to 60"," 30","","EE","10/13","","","","","","W","11/04/2013","","","No collection Info","WD0005","","","100763","G211","","10/25/13","","    24","     2","150901","264.20","  24.20",".00","","","","SD","","",
"383","Open","Shipped","WD0001","WORLDWIDE DISTRIBUTO","000080","268.80","100764","10/25/2013","140-018168","NET 30","503071","  .00%",".00","268.80","11/24/2013",".00","Invoice",".00","PB","45","31 to 60"," 30","","EE","10/13","","","","","","W","11/04/2013","","","No collection Info","WD0006","","","100764","G213","","10/25/13","","    24","     2","","268.80","    .00",".00","","","","SD","","",
"384","Open","Shipped","WD0001","WORLDWIDE DISTRIBUTO","000080","733.39","100844","10/25/2013","34-01816","NET 30","503067","  .00%","70.99","733.39","11/24/2013",".00","Invoice",".00","PB","45","31 to 60"," 30","","EE","10/13","","","","","","W","11/04/2013","","","No collection Info","WD0003","","","100844","G227","","10/25/13","UPSN","    60","     5","","733.39","  70.99",".00","","55784184999","","UT","","",
"385","Open","Shipped","WD0001","WORLDWIDE DISTRIBUTO","000088","220.24","100845","10/25/2013","138-018168","NET 30","503068","  .00%","28.24","220.24","11/24/2013",".00","Invoice",".00","PB","45","31 to 60"," 30","","EE","10/13","","","","","","W","11/04/2013","","","No collection Info","WD0004","","","100845","G209","","10/25/13","UPSN","    24","     2","150900","220.24","  28.24",".00","","","","NE","","",
"386","Open","Shipped","WD0001","WORLDWIDE DISTRIBUTO","000088","178.71","100846","10/25/2013","140-018168","NET 30","503071","  .00%","15.51","178.71","11/24/2013",".00","Invoice",".00","PB","45","31 to 60"," 30","","EE","10/13","","","","","","W","11/04/2013","","","No collection Info","WD0006","","","100846","G212","","10/25/13","UPSN","    12","     1","","178.71","  15.51",".00","","","","SD","","",
"387","Open","Shipped","WD0001","WORLDWIDE DISTRIBUTO","000082","4,950.22","100847","10/25/2013","1","NET 30","503069","  .00%","457.42","4,950.22","11/24/2013",".00","Invoice",".00","PB","45","31 to 60"," 30","","EE","10/13","","","","","","W","11/04/2013","","","No collection Info","WD0007","","","100847","G231","","10/25/13","UPSN","   444","    37","","4,950.22"," 457.42",".00","","","","WA","","",
"388","Open","Shipped","WD0001","WORLDWIDE DISTRIBUTO","000079","158.34","100997","10/30/2013","139-018168","NET 30","503070","  .00%","14.34","158.34","11/29/2013",".00","Invoice",".00","PB","40","31 to 60"," 30","","EE","10/13","","","","","","W","11/04/2013","","","No collection Info","WD0005","","","100997","G235","","10/30/13","FEDEX GROUND","    12","     1","","158.34","  14.34",".00","","","","SD","","",
"389","Open","Shipped","WH0001","W&W WHOLESALE, INC.","000089","7,680.00","101043","10/30/2013","6369","ROG + 60","593995","  .00%",".00","7,680.00","01/04/2014",".00","Invoice",".00","PB","4","1 to 30"," 65","","AF","10/13","","","","","","W","11/11/2013","","","No collection Info","WH0001","","","101043","G261","","11/05/13","CALL TO ROUTE","   960","    80","","7,680.00","    .00",".00","","4663349","","CA","","",
"390","Open","Shipped","WH0001","W&W WHOLESALE, INC.","000089","21,888.00","100967","11/05/2013","6369","ROG + 60","593995","  .00%",".00","21,888.00","01/10/2014",".00","Invoice",".00","PB","","Current"," 65","","AF","10/13","","","","","","W","11/11/2013","","","No collection Info","WH0001","","","100967","G261","","11/05/13","CALL TO ROUTE","  2736","   228","","21,888.00","    .00",".00","","","","CA","","",
"391","Open","Shipped","WW0001","WISHING WELL","000080","310.66","100911","10/25/2013","31113","NET 30","391219","  .00%","40.66","310.66","11/24/2013",".00","Invoice",".00","PB","45","31 to 60"," 30","","JC","10/13","","","","","","W","11/04/2013","","","No collection Info","WW0001","","","100911","G229","","10/25/13","FEDEX GROUND","    18","     3","","310.66","  40.66",".00","","557841385539","","IA","","",
"392","Open","Shipped","YF0001","YFS INC","000112","1,221.20","101110","12/04/2013","111113","NET 30","730546","  .00%","167.00","1,221.20","01/04/2014",".00","Invoice","18.00","PB","4","1 to 30"," 30","","EE","11/13","","","","","","W","12/06/2013","","","No collection Info","YF0001","","","101110","G299","","12/04/13","CALL TO ROUTE","   132","    12","34947036","1,221.20"," 167.00",".00","","","","CT","","",
"393","Open","Shipped","ZU0001","ZULILY","000003","3,816.00","100024","08/01/2013","58265-P0000CBD74-6-1","NET 30","214386","  .00%",".00","3,816.00","08/31/2013",".00","Invoice",".00","PB","130","121 to 150"," 30","","EE","08/13","","","","","","W","08/06/2013","","","No collection Info","001412","","","100024","ADJUST","","08/01/13","CALL TO ROUTE","   488","    80","","3,816.00","    .00",".00","","","MANUALLY UPDATED AS AUGUST SHIPMENT","CO","","",
"394","Open","Shipped","ZU0001","ZULILY","000119","419.80","100506","08/27/2013","SAMPLES","NET 30","SAMPLES","  .00%","53.05","419.80","09/26/2013",".00","Invoice",".00","PB","104","91 to 120"," 30","","EE","08/13","","","","","","W","12/18/2013","","","No collection Info","001412","","","100506","G-082713","","08/27/13","","    25","    25","508912460800915","419.80","  53.05",".00","","","","CO","","",
"395","Open","Shipped","ZU0001","ZULILY","000054","67.64","100622","09/26/2013","60606-P0000E12D4-8-1","NET 30","NONE","  .00%","13.64","67.64","10/26/2013",".00","Invoice",".00","PB","74","61 to 90"," 30","","EE","08/13","","","","","","W","10/04/2013","","","No collection Info","001412","","","100622","G79","","09/26/13","Call To Route","     6","     1","","67.64","    .00",".00","","","","CO","","",
"396","Open","Shipped","MI0001","MINI MAX","000114","713.28","101142","12/09/2013","120313","Net 30","784994","  .00%","44.28","713.28","01/09/2014",".00","Invoice","15.00","PB","","Current"," 30","","MC","12/13","","","","","","W","12/13/2013","","","No collection Info","MI0001","","","101142","G302","","12/09/13","CALL TO ROUTE","   120","    10","164500","713.28","  44.28",".00","","","","NY","","",
"397","Open","Shipped","GB0001","GABRIEL BROTHERS","000115","10,800.00","101143","12/04/2013","100-0000261916 KS","NET 30","382698","  .00%",".00","10,800.00","01/04/2014",".00","Invoice",".00","PB","4","1 to 30"," 30","","AF","12/13","","","","","","W","12/16/2013","","","No collection Info","GB0001","","","101143","G300","","12/06/13","CALL TO ROUTE","  2160","   180","164508","10,800.00","    .00",".00","","","","WV","","",
"398","Open","Shipped","SW0001","SW RETAIL","000116","486.00","101144","12/04/2013","JDE1213","NET 30","752780","  .00%",".00","486.00","01/04/2014",".00","Invoice",".00","PB","4","1 to 30"," 30","","EE","12/13","","","","","","W","12/17/2013","","","No collection Info","001698","","","101144","G301","","12/06/13","Call for routin","   108","     9","MULTI","486.00","    .00",".00","","","","NY","","",
"399","Open","Shipped","SW0001","SW RETAIL","000116","486.00","101145","12/04/2013","JDE1213","NET 30","752780","  .00%",".00","486.00","01/04/2014",".00","Invoice",".00","PB","4","1 to 30"," 30","","EE","12/13","","","","","","W","12/17/2013","","","No collection Info","001699","","","101145","G301","","12/06/13","Call for routin","   108","     9","MULTI","486.00","    .00",".00","","","","NY","","",
"400","Open","Shipped","SW0001","SW RETAIL","000116","486.00","101146","12/04/2013","JDE1213","NET 30","752780","  .00%",".00","486.00","01/04/2014",".00","Invoice",".00","PB","4","1 to 30"," 30","","EE","12/13","","","","","","W","12/17/2013","","","No collection Info","001702","","","101146","G301","","12/06/13","Call for routin","   108","     9","MULTI","486.00","    .00",".00","","","","NJ","","",
"401","Open","Shipped","SW0001","SW RETAIL","000116","612.00","101147","12/04/2013","JDE1213","NET 30","752780","  .00%",".00","612.00","01/04/2014",".00","Invoice",".00","PB","4","1 to 30"," 30","","EE","12/13","","","","","","W","12/17/2013","","","No collection Info","001704","","","101147","G301","","12/06/13","Call for routin","   144","    12","MULTI","612.00","    .00",".00","","","","NY","","",
"402","Open","Shipped","SW0001","SW RETAIL","000116","612.00","101148","12/04/2013","JDE1213","NET 30","752780","  .00%",".00","612.00","01/04/2014",".00","Invoice",".00","PB","4","1 to 30"," 30","","EE","12/13","","","","","","W","12/17/2013","","","No collection Info","001706","","","101148","G301","","12/06/13","Call for routin","   144","    12","MULTI","612.00","    .00",".00","","","","NY","","",
