"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","State", 
"581","Open","NA0001","NATIONAL STORES","Invoice","101384","55,950.00",".00","  .00%",".00",".00","55,950.00","ROG + 60","AF","01/13/2014","W","PB","","Current"," 65","03/19/2014","","01/14","","","","","","000133","01/14/2014","","","No collection Info","286686","NA0001","825846","","","101384","","","TX",
"582","Open","ZU0001","ZULILY","Invoice","101385","24,835.50",".00","  .00%",".00",".00","24,835.50","NET 30","EE","01/10/2014","W","PB","","Current"," 30","02/09/2014","","01/14","","","","","","000132","01/13/2014","","","No collection Info","70001-P0000IUNTC-6-1","001416","854109","","LINE 000D12 VOIDED.  (STYLE 4175413)","101385","","","NV",
"583","Open","DG0001","DOLGENCORP LLC","Invoice","101386","1,785.60",".00","  .00%",".00",".00","1,785.60","NET 75","DS","01/17/2014","W","PB","","Current"," 75","04/02/2014","","01/14","","","","","","000136","01/20/2014","","","No collection Info","F11581","000516","592554","","","101386","","","TN",
"584","Open","DG0001","DOLGENCORP LLC","Invoice","101387","2,774.40",".00","  .00%",".00",".00","2,774.40","NET 75","DS","01/17/2014","W","PB","","Current"," 75","04/02/2014","","01/14","","","","","","000136","01/20/2014","","","No collection Info","F1157R","000519","592554","","","101387","","","KY",
"585","Open","DG0001","DOLGENCORP LLC","Invoice","101388","9,494.40",".00","  .00%",".00",".00","9,494.40","NET 75","DS","01/17/2014","W","PB","","Current"," 75","04/02/2014","","01/14","","","","","","000136","01/20/2014","","","No collection Info","F1157T","000520","592554","","","101388","","","TN",
"586","Open","DG0001","DOLGENCORP LLC","Invoice","101389","2,280.00",".00","  .00%",".00",".00","2,280.00","NET 75","DS","01/17/2014","W","PB","","Current"," 75","04/02/2014","","01/14","","","","","","000136","01/20/2014","","","No collection Info","F1157V","000521","592554","","","101389","","","VA",
"587","Open","DG0001","DOLGENCORP LLC","Invoice","101390","4,060.80",".00","  .00%",".00",".00","4,060.80","NET 75","DS","01/17/2014","W","PB","","Current"," 75","04/02/2014","","01/14","","","","","","000136","01/20/2014","","","No collection Info","F1157W","000522","592554","","","101390","","","MS",
"588","Open","DG0001","DOLGENCORP LLC","Invoice","101391","3,268.80",".00","  .00%",".00",".00","3,268.80","NET 75","DS","01/17/2014","W","PB","","Current"," 75","04/02/2014","","01/14","","","","","","000136","01/20/2014","","","No collection Info","F1157X","000524","592554","","","101391","","","MO",
"589","Open","DG0001","DOLGENCORP LLC","Invoice","101392","4,948.80",".00","  .00%",".00",".00","4,948.80","NET 75","DS","01/17/2014","W","PB","","Current"," 75","04/02/2014","","01/14","","","","","","000136","01/20/2014","","","No collection Info","F1157Y","000525","592554","","","101392","","","FL",
"590","Open","DG0001","DOLGENCORP LLC","Invoice","101393","3,072.00",".00","  .00%",".00",".00","3,072.00","NET 75","DS","01/17/2014","W","PB","","Current"," 75","04/02/2014","","01/14","","","","","","000136","01/20/2014","","","No collection Info","F11580","000526","592554","","","101393","","","OH",
"591","Open","DG0001","DOLGENCORP LLC","Invoice","101394","3,470.40",".00","  .00%",".00",".00","3,470.40","NET 75","DS","01/17/2014","W","PB","","Current"," 75","04/02/2014","","01/14","","","","","","000136","01/20/2014","","","No collection Info","F11582","000528","592554","","","101394","","","IN",
"592","Open","DG0001","DOLGENCORP LLC","Invoice","101395","3,758.40",".00","  .00%",".00",".00","3,758.40","NET 75","DS","01/17/2014","W","PB","","Current"," 75","04/02/2014","","01/14","","","","","","000136","01/20/2014","","","No collection Info","F11583","000529","592554","","","101395","","","AL",
"593","Open","DG0001","DOLGENCORP LLC","Invoice","101396","892.80",".00","  .00%",".00",".00","892.80","NET 75","DS","01/17/2014","W","PB","","Current"," 75","04/02/2014","","01/14","","","","","","000136","01/20/2014","","","No collection Info","F11584","000530","592554","","","101396","","","CA",
"594","Open","DG0001","DOLGENCORP LLC","Invoice","101397","1,483.20",".00","  .00%",".00",".00","1,483.20","NET 75","DS","01/17/2014","W","PB","","Current"," 75","04/02/2014","","01/14","","","","","","000136","01/20/2014","","","No collection Info","F11585","002906","592554","","","101397","","","PA",
"595","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101398","2,325.60",".00","  .00%",".00",".00","2,325.60","NET 60","DS","01/10/2014","W","PB","","Current"," 60","03/11/2014","","01/14","","","","","","000132","01/13/2014","","","No collection Info","12390908","SK0996","732848","","","101398","","","IN",
"596","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101399","912.00",".00","  .00%",".00",".00","912.00","NET 60","DS","01/10/2014","W","PB","","Current"," 60","03/11/2014","","01/14","","","","","","000132","01/13/2014","","","No collection Info","12390913","SK0996","732848","","","101399","","","IN",
"597","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101400","4,104.00",".00","  .00%",".00",".00","4,104.00","NET 60","DS","01/10/2014","W","PB","","Current"," 60","03/11/2014","","01/14","","","","","","000132","01/13/2014","","","No collection Info","12390908","SK0997","732848","","","101400","","","ID",
"598","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101401","2,325.60",".00","  .00%",".00",".00","2,325.60","NET 60","DS","01/10/2014","W","PB","","Current"," 60","03/11/2014","","01/14","","","","","","000132","01/13/2014","","","No collection Info","12390913","SK0997","732848","","","101401","","","ID",
"599","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101402","3,260.40",".00","  .00%",".00",".00","3,260.40","NET 60","DS","01/10/2014","W","PB","","Current"," 60","03/11/2014","","01/14","","","","","","000132","01/13/2014","","","No collection Info","12390908","SK0998","732848","","","101402","","","NE",
"600","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101403","2,599.20",".00","  .00%",".00",".00","2,599.20","NET 60","DS","01/10/2014","W","PB","","Current"," 60","03/11/2014","","01/14","","","","","","000132","01/13/2014","","","No collection Info","12390913","SK0998","732848","","","101403","","","NE",
"601","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101404","3,328.80",".00","  .00%",".00",".00","3,328.80","NET 60","DS","01/10/2014","W","PB","","Current"," 60","03/11/2014","","01/14","","","","","","000132","01/13/2014","","","No collection Info","12390908","SK0999","732848","","","101404","","","WI",
"602","Open","SK0001","SHOPKO STORES OPERAT","Invoice","101405","2,097.60",".00","  .00%",".00",".00","2,097.60","NET 60","DS","01/10/2014","W","PB","","Current"," 60","03/11/2014","","01/14","","","","","","000132","01/13/2014","","","No collection Info","12390913","SK0999","732848","","","101405","","","WI",
"603","Open","BD0001","BAMBI DE HUMACAO INC","Invoice","101406","676.80","120.00","  .00%",".00",".00","676.80","NET 30","BB","01/29/2014","W","PB","","Current"," 30","02/28/2014","","01/14","","","","","","000143","01/30/2014","","","No collection Info","5105","BD0001","530465","","","101406","","","PR",
"604","Open","IM0001","IMPORTADORA MADURO","Invoice","101407","1,493.64",".00","  .00%",".00",".00","1,493.64","NET 30","BB","01/09/2014","W","PB","","Current"," 30","02/08/2014","","01/14","","","","","","","","","","No collection Info","68480","IM0001","692075","","","101407","","","FL",
"605","Open","IM0001","IMPORTADORA MADURO","Invoice","101408","594.00",".00","  .00%",".00",".00","594.00","NET 30","BB","01/09/2014","W","PB","","Current"," 30","02/08/2014","","01/14","","","","","","","","","","No collection Info","68481","IM0001","692078","","","101408","","","FL",
"606","Open","IM0001","IMPORTADORA MADURO","Invoice","101409","1,098.00",".00","  .00%",".00",".00","1,098.00","NET 30","BB","01/09/2014","W","PB","","Current"," 30","02/08/2014","","01/14","","","","","","","","","","No collection Info","68550","IM0001","692080","","","101409","","","FL",
"607","Open","IM0001","IMPORTADORA MADURO","Invoice","101410","1,935.00",".00","  .00%",".00",".00","1,935.00","NET 30","BB","01/09/2014","W","PB","","Current"," 30","02/08/2014","","01/14","","","","","","","","","","No collection Info","68551","IM0001","692082","","","101410","","","FL",
"608","Open","IM0001","IMPORTADORA MADURO","Invoice","101411","2,162.16",".00","  .00%",".00",".00","2,162.16","NET 30","BB","01/09/2014","W","PB","","Current"," 30","02/08/2014","","01/14","","","","","","","","","","No collection Info","68552","IM0001","692084","","","101411","","","FL",
"609","Open","IM0001","IMPORTADORA MADURO","Invoice","101412","1,188.00",".00","  .00%",".00",".00","1,188.00","NET 30","BB","01/09/2014","W","PB","","Current"," 30","02/08/2014","","01/14","","","","","","","","","","No collection Info","68553","IM0001","692087","","","101412","","","FL",
"610","Open","IM0001","IMPORTADORA MADURO","Invoice","101413","1,647.00",".00","  .00%",".00",".00","1,647.00","NET 30","BB","01/09/2014","W","PB","","Current"," 30","02/08/2014","","01/14","","","","","","","","","","No collection Info","68554","IM0001","692090","","","101413","","","FL",
"611","Open","MA0001","THE MARMAXX GROUP","Invoice","101414","82,800.00",".00","  .00%",".00",".00","82,800.00","NET 60","AF","01/23/2014","W","PB","","Current"," 60","03/24/2014","","01/14","","","","","","000139","01/27/2014","","","No collection Info","03852631","MA0001","414279","","","101414","","","",
"612","Open","SY0001","SANDYS","Invoice","101415","1,756.80",".00","  .00%",".00",".00","1,756.80","NET 30","BB","01/09/2014","W","PB","","Current"," 30","02/08/2014","","01/14","","","","","","","","","","No collection Info","1202","SY0001","604959","","","101415","","","FL",
"613","Open","TJ0001","TJ MAXX","Invoice","101416","26,448.00",".00","  .00%",".00",".00","26,448.00","NET 60","AF","01/24/2014","W","PB","","Current"," 60","03/25/2014","","01/14","","","","","","000139","01/27/2014","","","No collection Info","40 852633","TJ0894","414277","","","101416","","","",
"614","Open","TJ0001","TJ MAXX","Invoice","101417","10,164.00",".00","  .00%",".00",".00","10,164.00","NET 60","AF","01/23/2014","W","PB","","Current"," 60","03/24/2014","","01/14","","","","","","000141","01/28/2014","","","No collection Info","60 852633","TJ0896","414277","","","101417","","","MA",
"615","Open","TJ0001","TJ MAXX","Invoice","101418","19,068.00",".00","  .00%",".00",".00","19,068.00","NET 60","AF","01/23/2014","W","PB","","Current"," 60","03/24/2014","","01/14","","","","","","000141","01/28/2014","","","No collection Info","70 852633","TJ0897","414277","","","101418","","","IN",
"616","Open","TJ0001","TJ MAXX","Invoice","101419","13,920.00",".00","  .00%",".00",".00","13,920.00","NET 60","AF","01/23/2014","W","PB","","Current"," 60","03/24/2014","","01/14","","","","","","000141","01/28/2014","","","No collection Info","80 852633","TJ0898","414277","","","101419","","","NV",
"617","Open","MA0001","THE MARMAXX GROUP","Invoice","101421","4,770.00",".00","  .00%",".00",".00","4,770.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","01 201339","MA0881","LINE GB","","","101421","","","NV",
"618","Open","MA0001","THE MARMAXX GROUP","Invoice","101422","2,370.00",".00","  .00%",".00",".00","2,370.00","NET 60","AF","01/23/2014","W","PB","","Current"," 60","03/24/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","06 201339","MA0886","LINE GB","","","101422","","","VA",
"619","Open","MA0001","THE MARMAXX GROUP","Invoice","101423","2,370.00",".00","  .00%",".00",".00","2,370.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","07201339","MA0887","LINE GB","","","101423","","","GA",
"620","Open","MA0001","THE MARMAXX GROUP","Invoice","101424","2,370.00",".00","  .00%",".00",".00","2,370.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","08 201339","MA0888","LINE GB","","","101424","","","MA",
"621","Open","TJ0001","TJ MAXX","Invoice","101425","3,870.00",".00","  .00%",".00",".00","3,870.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","40 201340","TJ0894","LINE GB","","","101425","","","NC",
"622","Open","TJ0001","TJ MAXX","Invoice","101426","1,740.00",".00","  .00%",".00",".00","1,740.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","60 201340","TJ0896","LINE GB","","","101426","","","MA",
"623","Open","TJ0001","TJ MAXX","Invoice","101427","4,020.00",".00","  .00%",".00",".00","4,020.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","70 201340","TJ0897","LINE GB","","","101427","","","IN",
"624","Open","TJ0001","TJ MAXX","Invoice","101428","2,250.00",".00","  .00%",".00",".00","2,250.00","NET 60","AF","01/22/2014","W","PB","","Current"," 60","03/23/2014","","01/14","","","","","","000138","01/23/2014","","","No collection Info","80 201340","TJ0898","LINE GB","","","101428","","","NV",
"625","Open","US0001","US MARINE CORPS","Invoice","101429","312.00",".00","  .00%",".00",".00","312.00","NET 30","AF","01/14/2014","W","PB","","Current"," 30","02/13/2014","","01/14","","","","","","","","","","No collection Info","1033204","001399","591974","","","101429","","","CA",
"626","Open","US0001","US MARINE CORPS","Invoice","101430","312.00",".00","  .00%",".00",".00","312.00","NET 30","AF","01/14/2014","W","PB","","Current"," 30","02/13/2014","","01/14","","","","","","","","","","No collection Info","1033204","001401","591974","","","101430","","","CA",
"627","Open","US0001","US MARINE CORPS","Invoice","101431","312.00",".00","  .00%",".00",".00","312.00","NET 30","AF","01/14/2014","W","PB","","Current"," 30","02/13/2014","","01/14","","","","","","","","","","No collection Info","1033204","001402","591974","","","101431","","","CA",
"628","Open","US0001","US MARINE CORPS","Invoice","101432","312.00",".00","  .00%",".00",".00","312.00","NET 30","AF","01/14/2014","W","PB","","Current"," 30","02/13/2014","","01/14","","","","","","","","","","No collection Info","1033204","001406","591974","","","101432","","","SC",
"629","Open","US0001","US MARINE CORPS","Invoice","101433","312.00",".00","  .00%",".00",".00","312.00","NET 30","AF","01/14/2014","W","PB","","Current"," 30","02/13/2014","","01/14","","","","","","","","","","No collection Info","1033204","001407","591974","","","101433","","","VA",
"630","Open","US0001","US MARINE CORPS","Invoice","101434","312.00",".00","  .00%",".00",".00","312.00","NET 30","AF","01/14/2014","W","PB","","Current"," 30","02/13/2014","","01/14","","","","","","","","","","No collection Info","1033204","001408","591974","","","101434","","","NC",
"631","Open","US0001","US MARINE CORPS","Invoice","101435","312.00",".00","  .00%",".00",".00","312.00","NET 30","AF","01/14/2014","W","PB","","Current"," 30","02/13/2014","","01/14","","","","","","","","","","No collection Info","1033204","001409","591974","","","101435","","","NC",
