"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","TS Status","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"417","Open","SW0001","SW RETAIL","Invoice","101144","486.00",".00","  .00%",".00",".00","486.00","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001698","752780","","","101144","G301","","Shipped","12/06/13","Call for routin","   108","     9","MULTI","486.00","    .00",".00","","","","NY","","",
"418","Open","SW0001","SW RETAIL","Invoice","101145","486.00",".00","  .00%",".00",".00","486.00","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001699","752780","","","101145","G301","","Shipped","12/06/13","Call for routin","   108","     9","MULTI","486.00","    .00",".00","","","","NY","","",
"419","Open","SW0001","SW RETAIL","Invoice","101146","486.00",".00","  .00%",".00",".00","486.00","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001702","752780","","","101146","G301","","Shipped","12/06/13","Call for routin","   108","     9","MULTI","486.00","    .00",".00","","","","NJ","","",
"420","Open","SW0001","SW RETAIL","Invoice","101147","612.00",".00","  .00%",".00",".00","612.00","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001704","752780","","","101147","G301","","Shipped","12/06/13","Call for routin","   144","    12","MULTI","612.00","    .00",".00","","","","NY","","",
"421","Open","SW0001","SW RETAIL","Invoice","101148","612.00",".00","  .00%",".00",".00","612.00","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001706","752780","","","101148","G301","","Shipped","12/06/13","Call for routin","   144","    12","MULTI","612.00","    .00",".00","","","","NY","","",
"422","Open","SW0001","SW RETAIL","Invoice","101149","612.00",".00","  .00%",".00",".00","612.00","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001708","752780","","","101149","G301","","Shipped","12/06/13","Call for routin","   144","    12","MULTI","612.00","    .00",".00","","","","IN","","",
"423","Open","SW0001","SW RETAIL","Invoice","101150","252.00",".00","  .00%",".00",".00","252.00","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001717","752780","","","101150","G301","","Shipped","12/06/13","Call for routin","    72","     6","MULTI","252.00","    .00",".00","","","","OH","","",
"424","Open","SW0001","SW RETAIL","Invoice","101151","486.00",".00","  .00%",".00",".00","486.00","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001722","752780","","","101151","G301","","Shipped","12/06/13","Call for routin","   108","     9","MULTI","486.00","    .00",".00","","","","OH","","",
"425","Open","SW0001","SW RETAIL","Invoice","101152","360.00",".00","  .00%",".00",".00","360.00","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001723","752780","","","101152","G301","","Shipped","12/06/13","Call for routin","    72","     6","MULTI","360.00","    .00",".00","","","","OH","","",
"426","Open","SW0001","SW RETAIL","Invoice","101153","360.00",".00","  .00%",".00",".00","360.00","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001730","752780","","","101153","G301","","Shipped","12/06/13","Call for routin","    72","     6","MULTI","360.00","    .00",".00","","","","OH","","",
"427","Open","SW0001","SW RETAIL","Invoice","101154","612.00",".00","  .00%",".00",".00","612.00","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001731","752780","","","101154","G301","","Shipped","12/06/13","Call for routin","   144","    12","MULTI","612.00","    .00",".00","","","","TX","","",
"428","Open","SW0001","SW RETAIL","Invoice","101155","360.00",".00","  .00%",".00",".00","360.00","NET 30","EE","12/04/2013","W","PB","4","1 to 30"," 30","01/04/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","JDE1213","001732","752780","","","101155","G301","","Shipped","12/06/13","Call for routin","    72","     6","MULTI","360.00","    .00",".00","","","","TX","","",
"429","Open","ZU0001","ZULILY","Invoice","101161","15,882.00",".00","  .00%",".00",".00","15,882.00","NET 30","EE","12/09/2013","W","PB","","Current"," 30","01/09/2014","","12/13","","","","","","000114","12/13/2013","","","No collection Info","65346-P0000HPMBS-6-2","001416","654526","","","101161","G304","","Shipped","12/09/13","CALL TO ROUTE","  1956","   169","162861","15,882.00","    .00",".00","","","","NV","","",
"430","Open","DG0001","DOLGENCORP LLC","Invoice","101162","18,000.00",".00","  .00%",".00",".00","18,000.00","NET 75","DS","12/17/2013","W","PB","","Current"," 75","03/03/2014","","12/13","","","","","","000118","12/18/2013","","","No collection Info","F0Y5KM","000519","592554","","","101162","G309","","Shipped","12/17/13","CALL TO ROUTE","  6000","   125","165515","18,000.00","    .00",".00","","","","KY","","",
"431","Open","DG0001","DOLGENCORP LLC","Invoice","101163","44,928.00",".00","  .00%",".00",".00","44,928.00","NET 75","DS","12/18/2013","W","PB","","Current"," 75","03/04/2014","","12/13","","","","","","000120","12/19/2013","","","No collection Info","F0Y5KN","000520","592554","","","101163","G319","","Shipped","12/18/13","CALL TO ROUTE"," 14976","   312","165516","44,928.00","    .00",".00","","","","OK","","",
"432","Open","DG0001","DOLGENCORP LLC","Invoice","101164","18,288.00",".00","  .00%",".00",".00","18,288.00","NET 75","DS","12/17/2013","W","PB","","Current"," 75","03/03/2014","","12/13","","","","","","000118","12/18/2013","","","No collection Info","F0Y5KP","000521","592554","","","101164","G315","","Shipped","12/17/13","CALL TO ROUTE","  6096","   127","165525","18,288.00","    .00",".00","","467216","","VA","","",
"433","Open","DG0001","DOLGENCORP LLC","Invoice","101165","23,328.00",".00","  .00%",".00",".00","23,328.00","NET 75","DS","12/17/2013","W","PB","","Current"," 75","03/03/2014","","12/13","","","","","","000118","12/18/2013","","","No collection Info","F0Y5KQ","000522","592554","","","101165","G316","","Shipped","12/17/13","CALL TO ROUTE","  7776","   162","1655517","23,328.00","    .00",".00","","","","VA","","",
"434","Open","DG0001","DOLGENCORP LLC","Invoice","101166","25,632.00",".00","  .00%",".00",".00","25,632.00","NET 75","DS","12/17/2013","W","PB","","Current"," 75","03/03/2014","","12/13","","","","","","000118","12/18/2013","","","No collection Info","F0Y5KR","000524","592554","","","101166","G314","","Shipped","12/17/13","CALL TO ROUTE","  8544","   178","165518","25,632.00","    .00",".00","","467155","","MO","","",
"435","Open","DG0001","DOLGENCORP LLC","Invoice","101167","25,200.00",".00","  .00%",".00",".00","25,200.00","NET 75","DS","12/17/2013","W","PB","","Current"," 75","03/03/2014","","12/13","","","","","","000118","12/18/2013","","","No collection Info","F0Y5KT","000525","592554","","","101167","G308","","Shipped","12/17/13","CALL TO ROUTE","  8400","   175","165519","25,200.00","    .00",".00","","","","FL","","",
"436","Open","DG0001","DOLGENCORP LLC","Invoice","101168","24,768.00",".00","  .00%",".00",".00","24,768.00","NET 75","DS","12/17/2013","W","PB","","Current"," 75","03/03/2014","","12/13","","","","","","000118","12/18/2013","","","No collection Info","F0Y5KV","000526","592554","","","101168","G310","","Shipped","12/17/13"," VENDOR PORTAL","  8256","   172","165520","24,768.00","    .00",".00","","","","OH","","",
"437","Open","DG0001","DOLGENCORP LLC","Invoice","101169","14,112.00",".00","  .00%",".00",".00","14,112.00","NET 75","DS","12/17/2013","W","PB","","Current"," 75","03/03/2014","","12/13","","","","","","000118","12/18/2013","","","No collection Info","F0Y5KW","000527","592554","","","101169","G312","","Shipped","12/17/13","CALL TO ROUTE","  4704","    98","165521","14,112.00","    .00",".00","","","","SC","","",
"438","Open","DG0001","DOLGENCORP LLC","Invoice","101170","21,312.00",".00","  .00%",".00",".00","21,312.00","NET 75","DS","12/17/2013","W","PB","","Current"," 75","03/03/2014","","12/13","","","","","","000118","12/18/2013","","","No collection Info","F0Y5KX","000528","592554","","","101170","G311","","Shipped","12/17/13","CALL TO ROUTE","  7104","   148","165522","21,312.00","    .00",".00","","","","IN","","",
"439","Open","DG0001","DOLGENCORP LLC","Invoice","101171","24,192.00",".00","  .00%",".00",".00","24,192.00","NET 75","DS","12/17/2013","W","PB","","Current"," 75","03/03/2014","","12/13","","","","","","000118","12/18/2013","","","No collection Info","F0Y5KY","000529","592554","","","101171","G313","","Shipped","12/17/13","CALL TO ROUTE","  8064","   168","165523","24,192.00","    .00",".00","","467209","","AL","","",
"440","Open","DG0001","DOLGENCORP LLC","Invoice","101172","4,608.00",".00","  .00%",".00",".00","4,608.00","NET 75","DS","12/18/2013","W","PB","","Current"," 75","03/04/2014","","12/13","","","","","","000120","12/19/2013","","","No collection Info","F0Y5MO","000530","592554",""," Adjust qty shipped 101172","101172","G320","","Shipped","12/18/13","CALL TO ROUTE","  1536","    32","165524","4,608.00","    .00",".00","","","","CA","","",
"441","Open","AK0001","AUDUBON KIDS #35","Invoice","101173","72.79","30.79","  .00%",".00",".00","72.79","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","16879","AK0001","788869","","","101173","G303","","Shipped","12/09/13","CALL TO ROUTE","    12","     1","MULTI","72.79","  30.79",".00","","","","NJ","","",
"442","Open","BE0001","BERGEN KIDS LLC #32","Invoice","101174","131.58","47.58","  .00%",".00",".00","131.58","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","16879","BE0001","783667","","","101174","G303","","Shipped","12/09/13","CALL TO ROUTE","    24","     2","MULTI","131.58","  47.58",".00","","","","NJ","","",
"443","Open","BWK001","BROADWAY KC CORP # 2","Invoice","101175","84.00",".00","  .00%",".00",".00","84.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","BWK001","783638","","","101175","G303","","Shipped","12/09/13","CALL TO ROUTE","    24","     2","MULTI","84.00","    .00",".00","","","","NY","","",
"444","Open","BY0001","BABYLON KIDS #23","Invoice","101176","84.00",".00","  .00%",".00",".00","84.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","BY0001","783637","","","101176","G303","","Shipped","12/09/13","CALL TO ROUTE","    24","     2","MULTI","84.00","    .00",".00","","","","NY","","",
"445","Open","CD0001","CEDAR KIDS LLC #33","Invoice","101177","42.00",".00","  .00%",".00",".00","42.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","CD0001","791590","","","101177","G303","","Shipped","12/09/13","CALL TO ROUTE","    12","     1","MULTI","42.00","    .00",".00","","","","PA","","",
"446","Open","CY0001","COUNTY KIDS LLC #31","Invoice","101178","84.00",".00","  .00%",".00",".00","84.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","CY0001","791619","","","101178","G303","","Shipped","12/09/13","CALL TO ROUTE","    24","     2","MULTI","84.00","    .00",".00","","","","NY","","",
"447","Open","FK0001","FORDHAM KIDS #34","Invoice","101180","84.00",".00","  .00%",".00",".00","84.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","FK0001","784882","","","101180","G303","","Shipped","12/09/13","CALL TO ROUTE","    24","     2","MULTI","84.00","    .00",".00","","","","NY","","",
"448","Open","GI0001","GARICO INC #8","Invoice","101181","84.00",".00","  .00%",".00",".00","84.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","GI0001","784511","","","101181","G303","","Shipped","12/09/13","CALL TO ROUTE","    24","     2","MULTI","84.00","    .00",".00","","","","NY","","",
"449","Open","GT0001","G. TOWN #21","Invoice","101182","84.00",".00","  .00%",".00",".00","84.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","GT0001","784523","","","101182","G303","","Shipped","12/09/13","CALL TO ROUTE","    24","     2","MULTI","84.00","    .00",".00","","","","NY","","",
"450","Open","HC0001","HUDSON OPERATING COR","Invoice","101183","84.00",".00","  .00%",".00",".00","84.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","HC0001","784520","","","101183","G303","","Shipped","12/09/13","CALL TO ROUTE","    24","     2","MULTI","84.00","    .00",".00","","","","NJ","","",
"451","Open","HK0001","HAWTHORNE KIDS LLC #","Invoice","101184","42.00",".00","  .00%",".00",".00","42.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","HK0001","784526","","","101184","G303","","Shipped","12/09/13","CALL TO ROUTE","    12","     1","MULTI","42.00","    .00",".00","","","","NJ","","",
"452","Open","KT0001","KIDDIE OUTLET #10","Invoice","101185","84.00",".00","  .00%",".00",".00","84.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","KT0001","791501","","","101185","G303","","Shipped","12/09/13","CALL TO ROUTE","    24","     2","MULTI","84.00","    .00",".00","","","","NJ","","",
"453","Open","MK0001","MYRTLE KIDS #18","Invoice","101186","84.00",".00","  .00%",".00",".00","84.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","MK0001","789086","","","101186","G303","","Shipped","12/09/13","CALL TO ROUTE","    24","     2","MULTI","84.00","    .00",".00","","","","NY","","",
"454","Open","NK0001","NORTH EAST KIDS LLC","Invoice","101187","42.00",".00","  .00%",".00",".00","42.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","NK0001","784556","","","101187","G303","","Shipped","12/09/13","CALL TO ROUTE","    12","     1","MULTI","42.00","    .00",".00","","","","PA","","",
"455","Open","SV0001","SUN VET KIDS #29","Invoice","101188","42.00",".00","  .00%",".00",".00","42.00","NET 10 EOM + 30","EE","12/09/2013","W","PB","","Current"," 20","01/30/2014","","12/13","","","","","","000117","12/17/2013","","","No collection Info","16879","SV0001","784475","","","101188","G303","","Shipped","12/09/13","CALL TO ROUTE","    12","     1","MULTI","42.00","    .00",".00","","","","NY","","",
